"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"EAST PETER CREEK-023","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",199,"CLEBURNE","05023","CLEBURNE","05023","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST PETER CREEK-023","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",140,"CLEBURNE","05023","CLEBURNE","05023","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST ROANOKE","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",164,"RANDOLPH","05121","RANDOLPH","05121","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST ROANOKE","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",51,"RANDOLPH","05121","RANDOLPH","05121","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST RURAL","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",276,"NEVADA","05099","NEVADA","05099","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST RURAL","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",165,"NEVADA","05099","NEVADA","05099","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST SULLIVAN","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",94,"SHARP","05135","SHARP","05135","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EAST SULLIVAN","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",72,"SHARP","05135","SHARP","05135","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EATON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",70,"LAWRENCE","05075","LAWRENCE","05075","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EATON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",41,"LAWRENCE","05075","LAWRENCE","05075","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ECONOMY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",130,"POPE","05115","POPE","05115","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ECONOMY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",83,"POPE","05115","POPE","05115","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EDMONDSON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",82,"CRITTENDEN","05035","CRITTENDEN","05035","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EDMONDSON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",148,"CRITTENDEN","05035","CRITTENDEN","05035","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EL PASO","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",181,"WHITE","05145","WHITE","05145","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EL PASO","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",146,"WHITE","05145","WHITE","05145","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELEVEN POINT","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",88,"RANDOLPH","05121","RANDOLPH","05121","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELEVEN POINT","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",40,"RANDOLPH","05121","RANDOLPH","05121","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELKINS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",709,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELKINS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",525,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELKINS-H","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",92,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELKINS-H","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",55,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELLIS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",89,"CROSS","05037","CROSS","05037","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELLIS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",72,"CROSS","05037","CROSS","05037","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELLSWORTH","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",177,"LOGAN","05083","LOGAN","05083","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELLSWORTH","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",120,"LOGAN","05083","LOGAN","05083","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELM SPRINGS CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",515,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELM SPRINGS CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",412,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELM SPRINGS TWP","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",114,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ELM SPRINGS TWP","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",78,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMERSON CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",40,"COLUMBIA","05027","COLUMBIA","05027","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMERSON CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",45,"COLUMBIA","05027","COLUMBIA","05027","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMERSON TOWNSHIP","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",328,"COLUMBIA","05027","COLUMBIA","05027","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMERSON TOWNSHIP","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",261,"COLUMBIA","05027","COLUMBIA","05027","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMMET CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",74,"NEVADA","05099","NEVADA","05099","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMMET CITY","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",66,"NEVADA","05099","NEVADA","05099","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMMET RURAL","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",40,"NEVADA","05099","NEVADA","05099","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"EMMET RURAL","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",29,"NEVADA","05099","NEVADA","05099","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ENON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",101,"DREW","05043","DREW","05043","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ENON","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",54,"DREW","05043","DREW","05043","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ES WARDS 1, 2, 3","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",689,"CARROLL","05015","CARROLL","05015","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ES WARDS 1, 2, 3","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",451,"CARROLL","05015","CARROLL","05015","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ETOWAH FIRE STATION","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",151,"MISSISSIPPI","05093","MISSISSIPPI","05093","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ETOWAH FIRE STATION","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",88,"MISSISSIPPI","05093","MISSISSIPPI","05093","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAIR OAKS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",35,"CROSS","05037","CROSS","05037","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAIR OAKS","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",38,"CROSS","05037","CROSS","05037","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAIRVIEW","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",267,"INDEPENDENCE","05063","INDEPENDENCE","05063","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAIRVIEW","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",234,"INDEPENDENCE","05063","INDEPENDENCE","05063","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAKES CHAPEL PRECINCT 20","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",10,"WOODRUFF","05147","WOODRUFF","05147","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FAKES CHAPEL PRECINCT 20","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",8,"WOODRUFF","05147","WOODRUFF","05147","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FANNIE","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",49,"MONTGOMERY","05097","MONTGOMERY","05097","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FANNIE","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",26,"MONTGOMERY","05097","MONTGOMERY","05097","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-1","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",578,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-1","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",452,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-2","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",727,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-2","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",563,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-3 223.023","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",401,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-3 223.023","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",327,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-S","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",70,"WASHINGTON","05143","WASHINGTON","05143","AGAINST","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"FARMINGTON-S","ISSUE NO. 3: A CONSTITUTIONAL AMENDMENT TO AMEND THE PROCESS FOR THE SUBMISSION, CHALLENGE, AND APPROVAL OF PROPOSED INITIATED ACTS, CONSTITUTIONAL AMENDMENTS, AND REFERENDA","","","TOTAL",59,"WASHINGTON","05143","WASHINGTON","05143","FOR","STATEWIDE",1,"STATE",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
